product_name,product_review,user_rating,similarity_score,Sentiment Score
JJJuliusss,"Another incredible juicy, hazy, pillowy soft New England IPA from this amazing brewery. This one did not disappoint, and actually I would rate this as one of my top three IPAs ever (along with Green and Doubleganger). Canned date 8/1/19 so this was quite fresh. Pours a very hazy, cloudy yellow-orange, nearly opaque color with a little white fluffy head and some spotty lingering lacing. I would have given it higher marks for appearance if there were more lacing present on the glass. Smells absolutely amazing, lots of ripe fruit - grapefruit, pineapple, mango, tangerine, papaya, guava, passionfruit, lemon and a little melon. Also a good hit of floral hops, herbal hops, creamy vanilla, bread and malt. Taste follows the nose, and again there’s a trademark Tree House creaminess, juiciness and amazing blend of hoppiness and sweeter malt backbone. Mouthfeel is very tough to beat, amazingly pillowy-soft, as others have described. Very luscious, sticky on the palate, smooth and perfect amount of carbonation. Truly an awesome beer.",4.5,0.7936622623911308,0.9857
Dinner,"What a pleasant surprise to see this available on draft at Ginger Man, NYC. So nice to luck into a hard to find and highly rated Ale.  Pours a thick and slightly cloudy golden orange color. A neat and tidy layer of frothy and lathery white head retains well and displays lacing. In the nose, a succulent burst of tropical, citrus and stone fruit aromas; orange, grapefruit, mango, peach, apricot, and pineapple. A bready and biscuity malt aroma is hinted at midway. Taste opens with a sweet and fruity marmalade flavor with a lightly resiny and bitter finish. Fruity hops flavors of apricot, mango, grapefruit pulp and orange pith interplay with firm graham cracker and caramel malt backbone. Bitterness develops, displaying hops flavors that are dank, oily and resiny. A gentle touch of alcohol, citrus peel, and zesty spice throughout. Medium to full bodied with a round and soft malt mouthfeel, assertive hops bitterness and flavors. Excellent balance. Soft, smooth and gentle carbonated with a resiny finish. Finish is also dry which aids drinkability. Well worth the hype. This was a stunningly delicious DIPA I could have had more of. One of the best DIPAs I’ve ever had.",5.0,0.8327757751785156,0.9851
Pliny The Elder,"Pours a clear crisp golden hue. Thin sudsy white head dissipates pretty quickly. Some light lacing is left behind.  Aroma is a lovely pungent array of bright fresh pine, orangey citrus, with some floral notes - orange blossom, honeysuckle, and a hint of bright fresh cut lemon grass. While the hops are quite aromatic, there is a balance to this as there is a definite light malt backbone coming through even on the nose.   Taste is follows the nose with notes of citrus - lemon, orange, tangerine and orange rind - along with fresh pine and a bright floral notes. Solid cracker-y malt backbone comes through. Incredibly balanced and restrained while still being flavorful and complex. Mild bitterness on the back end with some more piney notes coming through. The classic west coast profile comes through here but without trying to punch you in the palate.   Feel is light, crisp, and pretty smooth. Does have a slight slick oiliness to it. Moderate carbonation with gentle finish.   Overall, this is a lovely IPA with a well earned reputation. What was perhaps most surprising to me was its incredible balance and deftness. In a market saturated with IPAs that try to one up each other, this beer knows what it is and does it so well. Admittedly I've wanted to this one for some time and it did not disappoint - I hope this is not the last time I have this beer.",4.5,0.7960595284579634,0.9848
Cable Car,"2009 bottle, side-by-side with Toronado 20th.  Pours a clear golden yellow with a big creamy white head that hangs on for a while and leaves good lacing.  Aroma is fairly funky with some barnyard aromas and wet grass but the most dominant aroma is the light fruity sourness. Overall, the aroma is what I'd call bright - lots of light tartness with less earthy funk.  Taste is exceptional, lemon zest up front with bready malts, some fruit, maybe pears and green apples, light vinegar. Fairly funky finish but light so with some lemon. Sublime taste, super complex, more tart than funk.  Light bubbly mouthfeel, very citric and biting. Crisp and wine-like in the finish.  This is a superb American wild - well balanced but still nice and sour. I wouldn't put it in the same class as the T20, but it's still a great beer.",4.0,0.8193515719443382,0.9846
Swish,"Poured out 16 oz can into Teku Glass  Appearance: About a finger of thin bubbly head that quickly dissipated. Beer is an extremely hazy, pretty much opaque light tangerine color; the quintessential ""new-age"" NE DIPA.   Aroma:  Oh boy. Super juicy and pungent peaches + pineapples.  Some orange sweetness in there as well (CITRA) Earthy dankness, very green Very little malt presence (if any!)   Taste: Follows aroma perfectly, peach pineapple juice. Nice zesty bitterness throughout the flavor (again, reminiscent of CITRA). Grassy Dankness on the back (Simcoe). Overall; super hoppy, like drinking a blended hop smoothie, with the hop acidity strongly present.  Feel: Medium body, well carbonated and moderately spritzy on the palate.  Overall: Excellent NE Double IPA, rather reminiscent of Trillium Brewing's hop profiles.",4.75,0.8028999643843002,0.9843
King Julius,"Poured from a can into a snifter. Canned 9/2/2016.  A: Pours a very hazy, light orange color. Orange juice-like appearance. One-inch, foamy, white head with minimal retention. Thin, white lacing throughout.  S: Strong aromas of tropical fruit, citrus, and piney hops. Pineapple, mango, melons, and peach accompanied by grapefruit, orange, and tangerine.  T: Straight juice bomb! Tropical fruit notes of pineapple and melons followed by citrus notes of grapefruit and orange. Fruitiness is well balanced with piney bitter hop character.  F: Medium bodied, juice-like, very smooth, and crisp with good carbonation.  O: Overall, this is hands down the best DIPA I've ever had the pleasure of tasting. Lives up to every bit of the hype. So juicy and fruity, but perfectly balanced with hoppy bitterness. Might move to MA just so I can drink this more often. Wow! Would love to try this one fresh from the brewery after brewing to compare. Amazing to say the least.",5.0,0.8003313242707982,0.9835
Focal Banger,"Cloudy, gold, with two fingers of thick white foam atop. Beautiful look.  Aroma springs from the can and leaps from the glass to fill the area. Sweet grapefruit, grapefruit pith, mango, orange pith, crisp grain, and some very tasty yeast notes make for a full strength, alluring bouquet.  Full flavored version of all the flavors in aroma, brightly and cleanly explodes in mouth, with pithy bitter winning out over grainy sweet to end the sip. Perfectly balanced blast.  Spritzy carb. could be toned down a bit, but it is viscous, soft, easy drinking, refreshing, clean flavored, and a finish that ls epic.  Best IPA they make, have enjoyed very many and I give it highest recommendation. Get. Some. Now.",4.5,0.7928626457023629,0.9832
Double Citra®,"750ml growler poured into a snifter, generously shared by Colin, Mike and Chris! Review from iPhone notes.  The beer pours a hazy, golden straw color, obviously unfiltered, true to Shaun's style with hues of lemon and orange when struck by the light. A soft, fluffy, white head, only a finger or so high rises from the beer that yields a nice network of soapy lace and maintains good retention throughout. The aroma is soft and delicate with lovely citrus, both tangy grapefruit and sweeter lemon and tangerine, mild pine and light earthy spice with some great tropical notes that really brighten the beer. I can't say it's exceedingly complex, the malt is a bit doughy as are more Hill Farmstead beers, but it's so well refined and expressive. The flavors are spot on, tangy grapefruit, lemongrass, tangerine, mango, pineapple with a bit of earthiness and crisp spice and just a subtle layer of cereal grain cross the tongue. It's bitter, but not overly so, the flavors do the talking, not the bitterness, although the nice, bitter dry bite is certainly at the finish. The mouthfeel is nice, it's juicy and full bodied, coats the mouth well, could possibly do with some more carbonation but it finishes so smoothly with a dry snap that is assertive, but not intrusive.   Verdict: A immaculate expression of Citra hops, and an artful IIPA. Certainly one of, if not the best in Shaun Hill's arsenal of hoppy beers. It's beautifully layered, yet enjoyably simplistic that really showcases what hops, barley water and yeast can do when put together in just right quantities and conditions. A masterclass.",4.75,0.8059138750784007,0.983
Cable Car,"Had at the huge whale-ish tasting at Chris's. Thanks to tai4ji2x for this one, a 1L swingtop growler.  Pours a light fizzy head (yay carbonation) which fades quickly over semi clear golden color.  Nose of a light tart fruity sour, lemony like fruit, other fruits as well, light golden malts and a touch of sweetness.  Taste is semi sweet with golden Belgian like malts, tart fruits, little zest and lemon, bready light funk, touch of fruit like apricot or peach, light toasty caramelized candy sugar like, light sweetness, bitter rind, finish is a little flemmy with a dry bready funk, almost no acidity, light oak and vanilla rounding.  Mouth is medium to lighter bodied, decent carbonation.  Overall great, very drinkable, light tartness, nice dry light bready funk, even has some carbonation.",4.5,0.8071584126291605,0.9826
Lou Pepe - Framboise,"A fruit beer executed to near perfection. With the taste of raspberry locked intact, the supporting ale celebrates the berry's bright flavor, its zesty acidity, and its crisp and refreshing taste in ideal fashion; and does so without backing down either.  Delightfully mauve-pink in color, the lightly carbonated ale carries a vibrant tawny appearance and simply glistens in the glass. The bright acidity of raspberry, rose wine, cork and burlap offers the nose a racy fruit scent that's contrasted by equal parts earth and rusticity.  As the beer hits the tongue, the palate is taken back by the beer's acute acidity that plays out above the modest lingering sweetness of fructose and wafer-thin malt. Slim on hops, the slight malt starch supports the beer's impressive sourness and its delicate brine without much interference in taste. Without being overly vinegar, or of lime, or of barnyard funk or game, the sourness is potent but elegant and refined.  Its light body is both softened with carbonation but is also given a sprite effervescent that springs from the tongue like brut champagne. Acidity strips the thirst from the palate and ushers in a high rate of refreshment and drinkability that outweighs its intense raspberry sourness. With an afterglow of fruit, wheat, cork and white pepper.",4.5,0.8060020304358352,0.981
Haze,"Pours a bright yellow, clouded color with a one finger broad white head.  Smells of a tropical mix of grapefruit, passion fruit and fresh squeezed lime pulp. Offers a tropical sweetness on the nose, without a hint of malts but a plethora of well diversed hops instead.  Has a medium, smooth and soft mouthfeel with a long lasting fruitiness and just a dry note during the aftertaste of the beer.  Tastes of lime pulp, dried oranges and papaya, with a crackery maltiness underneath. Has a light effervescence onwards from its mid palate, together with riper turning fruits. Finishes calm, well nuanced on the still fruity hops, which add a little bit of sweetness, creating a papaya, passion fruit impression.  Very hop forward in a tropical ne ipa way, well nuanced with an astonishing depth, resulting seemingly solely from the hops themselves.",4.25,0.7999016321242306,0.9795
Cable Car,"Poured from a 750 mL bottle into a tulip. 2009 vintage. Thanks to Dunt for bringing this out to the whale tasting.  Appearance: This has a nice hazy golden yellow color with a great compressed creamy off-white head.  Smell: The aroma is sour and funky. Lemon rind, peach, apricot, and grapefruit provide the fruity tartness, with a lot of great barnyard funk and hay.  Taste: Light pale malt flavor, and a flood of fruity sour notes. Apricot, peach, lemon zest, and some grapefruit toward the end. Lots of lactic sourness, a bit of oak, and some vinegar create a full sour flavor.  Mouthfeel: This is tart and quite acidic. Medium body with crisp carbonation. Lactic and vingeary.  Overall: The flavor is great and sour throughout, and each flavor note is so robust, I really enjoyed this beer.",4.5,0.8071920316315104,0.9792
Very Green,"Canned on 4/17/18 opened on 4/21/18. "" it's sooooo supple!!"" 8.3 % abv.  The pour proves to show off the now, classic Treehouse look, opaque and thick, straw and honey colored liquid with white-haze highlights. The white foam cap is super duper thick and chunky. Intricate and clumpy white lacing sticks to the glass in multiple locations and continuesbto have a decent foamy covetage at all times.   The hoppy aromatics is about as juicy and fruity as possible ! Dense pineapple>wet grass>honeydew melon>cantalope>starfruit and a very light malty balance that has an oats and wheat scent. Some subtle vanilla and mandarin orage pops out later on. Beautifully pungent! An amazing hoppy aromal   Treehouse has a very unique approach, a certain signature with multiple unique aspects that you can always expect, like : thick, opaque, healthy appearance, super super juicy hops and light malt. In my mind this IS what the ""New England Style"" is all about. They set the bar(high) in my mind. Very Green has this thick and heady density to the hoppy flavor that I have not experienced before. Complexity of the dense fruity, tropical hops is simply off the charts. Layer after layer of hop tones just keep mutating and evolving with every gulp. This one showcases the big-juicy, tropical effects of the hops, honeydew melon and cantalope flavor's explode, sweet citrus with a hint of vanilla, smoooth, light golden malt has a rich, velvety oats and wheat flavor and mouthfeel. The way Treehouse makes the malt soo light, smooth and tasty is remarkable. The perfect base and balance for the juicy-ass, tropical melon explosion from these choice American and Australian hops. There is a ""sweet n sour"" style aftertaste from the malt that is very cream and wheat based.   Speaking of mouthfeel and texture...this is as crispy, juicy, smooth, velvety and rich as it gets! A simple light malty bite, crisp and then a bit dry, smoooth and velvety, practically full feeling finish. Only the slightest hint of the 8.3% alcohol with earthy, juicy tones that seem to be maximum volume.   Overall, Very Green is a denser, thicker version of Green. Supple but massively complex, deep rivers of hop complexity and the most lush feel you will ever get from a beer. Treehouse is changing tbe consciousness of ""what is"" a beer.",4.75,0.7966160239461444,0.9784
Abner,"The beer looks beautiful. Rich, thick, cream colored head that stays. It's got great retention. The body is a hazy golden yellow. It's looks very enticing.   The smell is a great blend of citrus and floral notes. Stong orange with lighter hints of a floral bouquet and fresh cut grass.   The flavor is a 180. Strong piny hop flavor bordering on a bitterness that almost resembles coffee. It's balanced by citrus and a sugary sweetness. Leaving mainly a burning bitterness on the front of the palate and a tangy stickiness on the back of the palate.  The beer has the perfect mouthfeel of a double IPA. Rich fully body balanced by a noticable amount of sharp carbonation and hoppiness.",4.5,0.8106546154298993,0.9783
Atrial Rubicite,"Blend 4 bottled April 2014; 500ml bottle poured into a teku.  A: After a bit of an intial gush, the beer pours a beautiful dark red/purple/plum color with a foamy dark pink head that sticks around but leaves no lacing. Fairly cloudy; really looks like raspberry pure. S: My whole kitchen smells like fresh, sweet, raspberry puree. Very juicy aroma, subtle tartness present, no real traces of any funk. T: Much more dry than the aroma would lead you to believe. Great depth of fruitiness - pressed raspberries, subtle tartness, grape skin, crushed raspberry seeds, hints of earth/spice. Tartness works very well with the complex raspberry flavor and there is SOME sweetness, but overall very dry. M: Very crisp, highly carbonated (slightly higher than I pefer), bounces off the tongue, fluffy mouth feel. O: Outstandingly refreshing and great complexity of fruit flavor mingled with subtle tartness. This is an easily crushable raspberry bomb without the cloying sweetness.",4.75,0.7952655879074151,0.9778
Double Galaxy,"Drank on-tap at Armsby Abbey, Worcester, MA Served in a snifter  The beer poured a super cloudy, peach color and was topped by a small, flimsy white head. Spiderwebs of lacing coated the glass.  The aroma was amazingly fruity and pungent. Tons of tropical fruits, including mango, papaya and pineapple. Super strong notes of peaches and apricots. Lots of tangerine juice as well. Pure hop nectar in a glass!  Intense peach and apricot notes also appeared in the flavor profile. Dank and resiny with a slightly floral hoppiness. Some honey was apparent, along with a touch of caramel malt sweetness (just enough for balance). Ruby red grapefruit came through on the crisp, slightly dry finish.  The mouthfeel was medium bodied. Smooth, creamy and supple on the palate.  Galaxy Imperial Single Hop IPA is a ridiculously hopped yet super smooth and drinkable double IPA. It is definitely one of the top three versions of the style I have ever sampled and one of my favorite beers overall.",5.0,0.807050782684035,0.9776
Supplication,"Bottle label data: BOTTLE ON 082515  Dark, orange-brown body; very fine carbonation; thick, billowy, white head. Rather faint, malty aroma with that wild, brett-like quality; cherry and blackberry scent. Tart, sour cherry flavor; acidic. Very sharp, earthy bite; fine fizziness; tangy; dry.  Hmm. Overall, a fine, mouth-twisting tang and sourness to this beer. It comes across with a hard, biting crispness but with a decidedly soft and airy mouthfeel. The cherry twang is front and center, and the appearance is dynamite. I can't really say there is much brown ale maltiness left with this other than the color, yet the overall taste (considering its a wild ale) still is outstanding. Well, this is an awesome beer in all it's quirky, awesome glory...",4.25,0.7998929482183195,0.9775
Julius,"16oz can poured Into a tulip Canned 10/24/17  A- pours a murky dark orange color with one-finger creamy white head that has good retention after the pour  S- aroma bursts of bright fresh tropical and citrus hops; mango, passionfruit, cantaloupe, orange pith, grapefruit & peach gummy ring candy  T- fresh bright citrus and tropical hops follow the nose with notes of orange pith, mango, passionfruit, grapefruit peel & ripe melon. Mid-palate gives just a trace of sweetness that brings out the flavor of peach gummy ring candy. The finish is juicy and citrusy and lingers dry with a hint of citrus zest  M- medium body with medium carbonation leads to a foamy mouthfeel that continues into a crisp dry finish, super drinkable   O- crushable and juicy, plenty of citrus hops without being too bitter, outstanding",4.75,0.7960677605665701,0.977
Haze,Pours a nice hazy medium gold with creamy head. Good retention and nice sticky lacing. Aroma is the usual citrus and dank tropical fruit but with a strong peach accent. Flavor follows. Very delicious with perfect balance and fluffy mouthfeel. No alcohol detected. This is a very drinkable beer for over 8% alcohol. Another winner.,4.5,0.7957515224212102,0.9765
Double Sunshine,"Poured from a bottle into a shaker pint, the beer is a bright, yellow-copper coloring with a tall, frothy, big bubbled, bright white head and a steady flow of carbonation throughout the body. Nose of rich, floral hops on the forward nose, with a tangy grapefruit backbone blending with a truckload of resiny character. Layered and inviting nose. Wow! Flavors are smooth and balanced, with a grapefruit tart and sweet blending with a peppery and resiny hops character on the forward tongue. Some roast characteristics toward the end of the palate. The hops characteristics provide both floral aromas and bitter, resiny flavor characteristics. Fantastic. Robust body, but light at the same time. The aftertaste is richly sweet and bitter at the same time, with a heavy fistful of hops resin and citrus tenderizing your palate into a blissful state. Smooth, bitter finish with a slightly drying feel. Fantastic beer!",5.0,0.8110715726838617,0.9753
Focal Banger,"Got in a BIF from Roguer. 16 ounce can into tulip glass, no can dating. Pours lightly hazy/cloudy medium golden yellow color with a 2 finger fairly dense and fluffy white head with great retention, that reduces to a nice cap that lasts. Nice spotty foamy lacing clings on the glass, with a fair amount of streaming carbonation. Aromas of big tangerine, red grapefruit, pineapple, peach, passion fruit, papaya, mango, melon, guava, berries, lemon zest, orange peel, citrus rind, pepper, pine, cracker, biscuit, light honey, herbal, and floral/grassy earthiness. Damn nice aromas with great balance and complexity of citrus/tropical/fruity/earthy hop and moderate pale malt notes; with great strength. Taste of huge tangerine, red grapefruit, pineapple, peach, passion fruit, papaya, mango, melon, guava, berries, lemon zest, orange peel, citrus rind, pepper, pine, cracker, biscuit, light honey, herbal, and floral/grassy earthiness. Moderate pine/grassy/citrus peel/peppery bitterness on the finish; with lingering notes of tangerine, red grapefruit, pineapple, peach, passion fruit, papaya, mango, melon, guava, berries, lemon/orange rind, pepper, pine, cracker, biscuit, and herbal/floral/grassy earthiness on the finish for a while. Incredible complexity, robustness, and balance of citrus/tropical/fruity/earthy hop and moderate pale malt flavors; with an amazing malt/bitterness balance, and zero lingering hop astringency after the finish. Moderate dryness from lingering bitterness, increasing through the glass. Medium carbonation and light-medium body; with a very smooth, moderately crisp, bready/grainy/creamy/sticky, and lightly resinous/rindy mouthfeel that is insane. Perfectly balanced. Zero warming alcohol for 7%. Overall this is an amazing IPA! All around incredible complexity, robustness, and balance of citrus/tropical/fruity/earthy hop and moderate pale malt flavors; very smooth, crisp, and pretty refreshing to drink. Super dank and fairly juicy on hops; just enough malt for bitter balance, with minimal residual sweetness. One of the smoothest IPAs I’ve ever drank. It gets quite resinous/drying through the glass; but still remains very crisp, drinkable, and never astringent. A really delicious and highly impressive offering all around.",4.5,0.8237837296269023,0.9752
Cable Car,"Bottle shared at a tasting with some other BA's. Thanks Mutty for the chance to try this one.  2010 Vintage  A-Nice straw yellow pour with nice big white fluffy head into an allagash tulip.  S- Lemon, grass, earth, some slight horse blanket funk but really not too funky. Really crisp smell with a hint of mild sourness. T- Very subdued tartness and super refreshing. Reminded me of a hot day and grabbing a saison or pilsner to quench the thirst but then leads into the slight funk and balanced sourness. Bright citrus fruits and lemon pepper. M- Nice mouthfeel with med-high carbonation and really balanced dry sourness and crispness D- Nice refreshing, light, balanced beer. This is one I could finish myself and still want more.",5.0,0.8036767904017199,0.9748
Double Citra®,"750ml growler poured into a oversized wine glass. Poured a hazy orangey amber, reminded me of a shandy or radler freshly made. Aroma was slightly citrusy, with a bit of sharp pine hoppy. Not over powering, or underwhelming, nicely balanced. Flavor was hop up front, with the undertones of citrus. Plenty of hop of front, but the citrus kept it from being too much one note. Nice and tingly in the mouth, coated well, and not overly chewy. Overall a great beer. Plenty of hoppy flavor without being a hop bomb, and the citrus flavor worked nicely as well.",4.5,0.8318647022995237,0.9747
Doubleganger,"16oz can, canned 9/22/2017, served in a stemmed glass exactly one week later. Pours a hazy orange-amber body, one and half finger thick, frothy white head, perfect retention and thick rings of lacing. Smell is rich tropical fruit, mango, grapefruit, light sugary caramel, papaya. It's quite bright and appetizing. Flavour is a smooth, rich combination of bright mango, grapefruit, tropical fruits on a light background of light caramel and biscuit. The hop aromatics are very much present on the palate, and it makes for a really nicely rounded juicy double IPA. Mouthfeel is medium bodied, creamy, frothy but with a really nice mild zesty bitterness on the backend. Crisp yet slightly hefty and frothy on the finish. Another very good double IPA from New England, one of the better ones for sure, but certainly not the absolute end-all-be-all of IPAs.",4.5,0.7978100412912473,0.9742
Lou Pepe - Kriek,"appearance: dark, reddish, cloudy, low head  smell: tart red fruits, berry, vinegar   taste: blasamic and red berries. very tart but balanced. amazing   mouthfeel: medium bodied, perfect amount of carbonation   drinkability: a wow beer, best sour I have had.",4.5,0.7944033604079676,0.9741
Double Galaxy,"Poured from a 12oz can into a tulip glass. Smell is classic Galaxy hops with notes of orange/grapefruit pulp, earthy/floral hops, pineapple and light resiny sweetness (tropical). Taste follows the nose with great creamy body up front. Then, a surge of refreshing orange pulp and earthy hop flavor transitions to the finish. Sweetness is low to moderate with a really nice honey/resin character, and bitterness is fairly low. Carbonation is relatively low as well, just about perfect.  Overall, this is probably my favorite IPA. This beer is absolutely delicious with great complexity and an incredible earthy and citrus hop flavor. It is a delicate yet incredibly flavorful beer.",5.0,0.8085610459160181,0.9741
King Sue,"having recently drank some of the OH-trillium triangle test beers, my immediate impression in terms of comparison would be ... ""OH, SO THIS IS HOW A CITRA IPA SHOULD TASTE!!""  pours out a hazed light straw color with a bright white head, some spotty lacing. this one is pretty aromatic and there are flavors of grapefruit, orange, danky herbaceous note, mellow piney character, some significant malty sweetness to provide necessary balance. overall this one looks, smells, and tastes delicious, mouthfeel is on point as well - lightish medium bodied but has some nice fluffy texture to it. very balanced and clean, good amount of juicy and citric character is matched by danky bitterness and sweet malt profile, well done!!",4.5,0.8040518854870409,0.9737
Double Galaxy,"Tap at the Armsby Abbey Hill Farmstead takeover.  Light fizzy 1/2 finger head, soapy lacing, super hazy carrot wheat color.  Nose fresh hops, light musty resin, pine, citrus, very light malt, tangerine, peach etc.  Taste starts grainy and malty, then earthy hops, light floral, then citrus galore, light tropical fruits, tangerine, mango, even slight pineapple, hint of pine and resins, light malty sweetness but little balance. Big malts and bitter hops, would be astringent if it wasn't for the malty sweet balance. finish is fairly bitter, little sweet but dry, hint of fresh pale malt, more hops, long pine and reason, lots of fresh tropical fruit hops late, and gets boozy as it warms.  Mouth med bodied, good carb.  Overall nice, big hops and malts, nice malty balance overall, a bit on the boozy side, decent tropical fruits and citrus hops, overall not too heavy but a sipper.",4.5,0.8029213868481649,0.9735
Abner,"Excited to try this. Expectations high given its reputation. On tap at BeerShop, NYC. Pours a hazy orange color with a thumbnail length frothy head. It is juicy looking and inviting. A medley of tropical, citrus and stone fruit opens the aroma. In addition, there is a touch of dank and herbal aromas evoking resin, floral sweetness and a touch of onion. The malt aroma is bready with a hint of honey and caramel sweetness. Juicy flavors all the way redolent of all kinds of fruit. Notes of pineapple, grapefruit rind, orange peel, tangerine, peach pit, and mango. There is a developing bitterness that adds balance, along with herbal and spicy hops flavors. Notes of floral hops, pine, grass, onion. There is a mild and clean alcohol spice at times. The malt profile, although mostly secondary to the hops dominance, nevertheless has notes of biscuit and honey.  Medium bodied, moderately crisp and a carbonation that is on par. A dry and resiny finish yields a lingering bitterness.  It was a delicious pleasure drinking this one. It was like a hops explosion in the mouth that represented a bouquet of complex flavors. One of the best.",4.75,0.7975738160777681,0.9729
Double Sunshine,"Pours a hazy yellowish brown, yellow at the bottom of the glass fading to a murky brown color at the top, thick head with a bit of an orange tint.  Smell is daaank zesty lemony and orange hops, sweet flower petals, touch of honey, hints of bitter grapefruit and a melange of light tropical fruit, and then some more dank. Pungent.  Taste is big juicy pineapple and lemon zest, sweet at first fading into a more bitter grapefruit hop character, finishes spicy and floral with a touch of pine. Complex and delicious.  Mouthfeel is super rich and thick, almost syrupy, but with healthy carbonation and great drinkability. Perfect.  Damn good.  9.4/10",4.75,0.7932240870696132,0.9728
Dinner,"A-Pours a nice hazy orange color with a nice head and lacing. A-Aroma has very nicely balanced resin, dank and tropical hints. T-Taste follows the nose with very well balanced resin, dank and tropical flavors. M-A medium bodied well balanced, well carbonated and complex flavored beer. O-Another great beer from a great brewery.",4.75,0.7935427928702984,0.9725
Doubleganger,"16oz can, 12.6.18, poured into a shaker pint glass.  The beer pours a super turbid and hazy orange color, amber and honey hues with a foamy white head, almost two fingers that has good retention and yields plenty of soapy lace. The aroma is very nice, ultra dank, super green with raw hop oil, tangy orange juice, a bit of mango purée, doughy pale grain and mineral water. The flavors are excellent, loads of juicy citrus, dank green and grassy hops, very floral, tropical fruits offer more fruity and juicy brightness, pale dough and mineral water. The mouthfeel is great, coating and creamy with a nice lively texture and a dry and crisp bite at the finish.   Verdict: A really delicious DIPA from Treehouse. Dank and bright with loads of hop character without being over hopped and green. There is a pleasant raw character that is in this but it melds well with the other flavors.",4.5,0.7946807381646409,0.9724
Lou Pepe - Kriek,"2007 Vintage  Pours a purplish/maroon color with light pink head. slight hint of fruit in the nose, but mostly a nice funky aroma. taste is tart and sour, but mellower and not as biting as many lambics/guezes are. almost refreshing like a nice juice as well. mouthfeel is light. overall, very nice offering, better than the 100% kriek. I like how balanced this one seems. It's sour, but lets the fruit flavor shine and goes down much smoother.",4.5,0.7994057259342755,0.9721
Fou' Foune,"Pours a hazy golden with a lingering frothy white head.  Aroma is lightly funky, slightly sour, vinous, lemony, and doughy. There's an earthy character countering, as well. Floral notes renege.  Flavor is quintessentially sour initially, lactic, with fruity notes of tart lemon, apricot, and strawberries adding complexity. Earthy, slightly barnyard notes form the base and carry into the lightly dry finish. Notes of sweet tart candies surface late, complementing a very light confectioners sugar sweetness.  Body is a touch light, with high carbonation. Very refreshing, with light alcohol warmth.  I hyped this beer up pretty highly, perhaps too much so. While it's a very clean, perfectly sour beer, I expected a little more fruit presence. The fruit comes out a bit more as it warms.",5.0,0.797876594220746,0.9717
Zombie Dust,"Poured into a becher pint glass, the appearance was a muddy orange color with a finger's worth of white foamy head that fell off at a moderate pace. Speckled lace, semi-sticky. The aroma possessed a fine blend of citrusy and piney hops - bold, zesty, spicy and bitter claiming a nice smooth caramel malt base following into a light earthiness. The flavor was fully bittersweet between the citrus, pine, and zesty sort of spicy hop boldness. Malt base tasted nice against the hops. Aftertaste was light and kept to the hops more than expected for an APA. The mouthfeel was between light and medium bodied with a great sessionability about it. Hop harshness isn't distracting - bitterness is there but not controlling. Overall, well done APA, spectacular for a session, a bit hoppier for the style but an honest to goodness all around great beer!",4.0,0.7970202674203894,0.9712
Heady Topper,"Pours a hazy, bright orange coloration with a medium, frothy head. Smell is very hoppy, with quite sweet, juicy and slightly zesty notes of citrus and tropical fruit: grapefruit, tangerine, pineapple, papaya, peach; with the merest hint of a certain, dank grassiness and pine. Bit of cat pee there as well. Taste is incredibly hoppy with almost no detectable malt presence at all, just the slightest hint of biscuity malt. Quite sweet, juicy and slightly dank notes of citrus and tropical fruits: grapefruit, tangerine, pineapple, papaya, peach that are greatly balanced. There's also a very definitive grassiness to this. I'm not really getting a very resinous character from it, but there is just a hint of pine coming through. Finishes quite bittersweet, with a moderate bitterness that could be considered strong for the style. The Mouthfeel is incredible here, very smooth soft and effervescent, Medium Body and carbonation. So this is the fabled Heady Topper. I can totally see why it's been labeled as the original NEIPA and honestly don't get the controversy that some people like to put on it. This is very sweet and juicy and neither as resinous nor bitter as some people claim, although the bitterness is high for the style. Also, I was quite surprised to not find a single floater in my glass after pouring this into it.",4.5,0.8070623042610965,0.9712
Double Citra®,"On tap. Pours a hazy, glowy orange color. Thin, off white head. Aroma is very tropical. Citra nose through and through. Nose isn't quite as intense as some other top-tier Imperial IPAs but the overall aroma is definitely attractive. The flavor of the hops is a mixture of several tropical fruits and some musty/stemmy hoppiness. Malt is semi-sweet, pale and bready. Citra hops are marvelous. Very drinkable. Not overly bitter. Flavor and aroma are great but a little less potent and pungent than I was expecting. I would still crush this if it was available to me. A long time want; just slightly below my lofty expectations.",4.25,0.7968354282229304,0.971
Swish,"16oz. can into a Grrrz teku.   Pours a coarse, 1.5 finger foamy white head with moderate retention. Beer is a cloudy pale lemon. Lacing is stringy and layered with great stick. Solid though the head and color could use a little work.  Notes of citrus, grapefruit, pine and starfruit. A light spritz with a mellow malt body. Moderately aromatic with a decent fruit presence.   Opens grapefruit, pine and starfruit. Juicy and resiny in the middle with a touch of grassiness and pulp. Nice malt body complements a tropical fruit hop bitterness. Aggressively balanced towards the end with just a bit of accented tartness. Aftertaste of more tropical fruit. What a juice bomb!  Light to medium bodied with moderate carbonation. Smooth and quenching in the mouth and crisp and aggressive going down. Dry finish with a filmy, lingering aftertaste. Excellent. Super drinkable and the alcohol is barely there.  Very very good and this one gets better and better as it warms, revealing more aspects of a tasty tropical fruit bouquet. Definitely representative of the top east coast IIPAs.",4.5,0.7959507966128706,0.97
